,,,,,,,,,
144.2,1.8,0.21,1.8,1.442,0.034,10.54,0.50,10.349,0.098
109.44,0.66,0.21,0.69,1.094,0.023,10.22,0.43,,
78.36,0.13,0.21,0.25,0.784,0.016,10.29,0.42,,
