Mode,Time(s),Value
CAP,1069.8381347656,1.688264E-10
CAP,1070.2390136719,1.688173E-10
CAP,1070.6398925781,1.688363E-10
CAP,1071.0405273438,1.688136E-10
CAP,1071.4414062500,1.688208E-10
CAP,1071.8420410156,1.688279E-10
CAP,1072.2427978516,1.688200E-10
CAP,1072.6436767578,1.688289E-10
CAP,1073.0443115234,1.688423E-10
CAP,1073.4449462891,1.688349E-10
CAP,1073.8457031250,1.688382E-10
CAP,1074.2465820312,1.688415E-10
CAP,1074.6472167969,1.688500E-10
CAP,1075.0478515625,1.688543E-10
CAP,1075.4486083984,1.688245E-10
CAP,1075.8493652344,1.688549E-10
CAP,1076.2500000000,1.688621E-10
CAP,1076.6507568359,1.688500E-10
CAP,1077.0515136719,1.688590E-10
CAP,1077.4521484375,1.688504E-10
CAP,1077.8529052734,1.688642E-10
CAP,1078.2535400391,1.688531E-10
CAP,1078.6541748047,1.688803E-10
CAP,1079.0549316406,1.689070E-10
CAP,1079.4556884766,1.688826E-10
CAP,1079.8563232422,1.689031E-10
CAP,1080.2572021484,1.688900E-10
CAP,1080.6579589844,1.688966E-10
CAP,1081.0585937500,1.689101E-10
CAP,1081.4592285156,1.688946E-10
CAP,1081.8599853516,1.688954E-10
CAP,1082.2606201172,1.689214E-10
CAP,1082.6612548828,1.689028E-10
CAP,1083.0620117188,1.689463E-10
CAP,1083.4627685547,1.689249E-10
CAP,1083.8634033203,1.689082E-10
CAP,1084.2645263672,1.689167E-10
CAP,1084.6651611328,1.689070E-10
CAP,1085.0657958984,1.689121E-10
CAP,1085.4666748047,1.688873E-10
CAP,1085.8674316406,1.689276E-10
CAP,1086.2680664062,1.688938E-10
CAP,1086.6688232422,1.688795E-10
CAP,1087.0694580078,1.689059E-10
CAP,1087.4702148438,1.689043E-10
CAP,1087.8709716797,1.689326E-10
CAP,1088.2716064453,1.689187E-10
CAP,1088.6723632812,1.689415E-10
CAP,1089.0731201172,1.689307E-10
CAP,1089.4737548828,1.689188E-10
CAP,1089.8746337891,1.689396E-10
CAP,1090.2752685547,1.689307E-10
CAP,1090.6761474609,1.689206E-10
CAP,1091.0767822266,1.689132E-10
CAP,1091.4775390625,1.689105E-10
CAP,1091.8782958984,1.689349E-10
CAP,1092.2814941406,1.689349E-10
CAP,1092.6822509766,1.689117E-10
CAP,1093.0828857422,1.689314E-10
CAP,1093.4836425781,1.689582E-10
CAP,1093.8843994141,1.689683E-10
CAP,1094.2850341797,1.689563E-10
CAP,1094.6857910156,1.689376E-10
CAP,1095.0865478516,1.689780E-10
CAP,1095.4873046875,1.689388E-10
CAP,1095.8881835938,1.689617E-10
CAP,1096.2889404297,1.689896E-10
CAP,1096.6896972656,1.689690E-10
CAP,1097.0904541016,1.689663E-10
CAP,1097.4915771484,1.689846E-10
CAP,1097.8919677734,1.689551E-10
CAP,1098.2927246094,1.689803E-10
CAP,1098.6933593750,1.689547E-10
CAP,1099.0942382812,1.689547E-10
CAP,1099.4949951172,1.689749E-10
CAP,1099.8957519531,1.689690E-10
CAP,1100.2968750000,1.689784E-10
CAP,1100.6976318359,1.689609E-10
CAP,1101.0983886719,1.689772E-10
CAP,1101.4991455078,1.690035E-10
CAP,1101.8999023438,1.689675E-10
CAP,1102.3006591797,1.690001E-10
CAP,1102.7012939453,1.690046E-10
CAP,1103.1020507812,1.690101E-10
CAP,1103.5028076172,1.690012E-10
CAP,1103.9035644531,1.690012E-10
CAP,1104.3044433594,1.689904E-10
CAP,1104.7052001953,1.690233E-10
CAP,1105.1059570312,1.690004E-10
CAP,1105.5067138672,1.690094E-10
CAP,1105.9073486328,1.690065E-10
CAP,1106.3079833984,1.689958E-10
CAP,1106.7088623047,1.690163E-10
CAP,1107.1096191406,1.689970E-10
CAP,1107.5102539062,1.690214E-10
CAP,1107.9110107422,1.690255E-10
CAP,1108.3117675781,1.689977E-10
CAP,1108.7124023438,1.690318E-10
CAP,1109.1134033203,1.690032E-10
CAP,1109.5141601562,1.690369E-10
CAP,1109.9149169922,1.690357E-10
CAP,1110.3157958984,1.690795E-10
CAP,1110.7165527344,1.690594E-10
CAP,1111.1173095703,1.690683E-10
CAP,1111.5179443359,1.690725E-10
CAP,1111.9185791016,1.690748E-10
CAP,1112.3197021484,1.690536E-10
CAP,1112.7203369141,1.690621E-10
CAP,1113.1209716797,1.690601E-10
CAP,1113.5218505859,1.690691E-10
CAP,1113.9224853516,1.690659E-10
CAP,1114.3231201172,1.690631E-10
CAP,1114.7238769531,1.690652E-10
CAP,1115.1247558594,1.690838E-10
CAP,1115.5253906250,1.690682E-10
CAP,1115.9260253906,1.690670E-10
CAP,1116.3269042969,1.690985E-10
CAP,1116.7274169922,1.690853E-10
CAP,1117.1280517578,1.690767E-10
CAP,1117.5289306641,1.690985E-10
CAP,1117.9295654297,1.690767E-10
CAP,1118.3303222656,1.691008E-10
CAP,1118.7310791016,1.690977E-10
CAP,1119.1319580078,1.691071E-10
CAP,1119.5328369141,1.690896E-10
CAP,1119.9335937500,1.691012E-10
CAP,1120.3349609375,1.690857E-10
CAP,1120.7354736328,1.690732E-10
CAP,1121.1361083984,1.690915E-10
CAP,1121.5368652344,1.690996E-10
CAP,1121.9376220703,1.690993E-10
CAP,1122.3382568359,1.690767E-10
CAP,1122.7390136719,1.691152E-10
CAP,1123.1397705078,1.691260E-10
CAP,1123.5405273438,1.690784E-10
CAP,1123.9411621094,1.690841E-10
CAP,1124.3420410156,1.691148E-10
CAP,1124.7427978516,1.690970E-10
CAP,1125.1434326172,1.690554E-10
CAP,1125.5441894531,1.691047E-10
CAP,1125.9450683594,1.690749E-10
CAP,1126.3457031250,1.690899E-10
CAP,1126.7465820312,1.691268E-10
CAP,1127.1472167969,1.690887E-10
CAP,1127.5479736328,1.691051E-10
CAP,1127.9488525391,1.691163E-10
CAP,1128.3504638672,1.691129E-10
CAP,1128.7510986328,1.691233E-10
CAP,1129.1518554688,1.691279E-10
CAP,1129.5524902344,1.691105E-10
CAP,1129.9533691406,1.691388E-10
CAP,1130.3540039062,1.691946E-10
CAP,1130.7551269531,1.691392E-10
CAP,1131.1558837891,1.692381E-10
CAP,1131.5566406250,1.692225E-10
CAP,1131.9572753906,1.691795E-10
CAP,1132.3579101562,1.691597E-10
CAP,1132.7630615234,1.691590E-10
CAP,1133.1636962891,1.691787E-10
CAP,1133.5644531250,1.691423E-10
CAP,1133.9650878906,1.691570E-10
CAP,1134.3658447266,1.691485E-10
CAP,1134.7663574219,1.691597E-10
CAP,1135.1694335938,1.691760E-10
CAP,1135.5677490234,1.691927E-10
CAP,1135.9685058594,1.691737E-10
CAP,1136.3691406250,1.691686E-10
CAP,1136.7697753906,1.691876E-10
CAP,1137.1704101562,1.691527E-10
CAP,1137.5711669922,1.691772E-10
CAP,1137.9718017578,1.691811E-10
CAP,1138.3725585938,1.691729E-10
CAP,1138.7731933594,1.691993E-10
CAP,1139.1766357422,1.691768E-10
CAP,1139.5771484375,1.691748E-10
CAP,1139.9779052734,1.691698E-10
CAP,1140.3785400391,1.691845E-10
CAP,1140.7792968750,1.692086E-10
CAP,1141.1799316406,1.692074E-10
CAP,1141.5806884766,1.691946E-10
CAP,1141.9813232422,1.691818E-10
CAP,1142.3820800781,1.692032E-10
CAP,1142.7827148438,1.692070E-10
CAP,1143.1834716797,1.692070E-10
CAP,1143.5841064453,1.692113E-10
CAP,1143.9848632812,1.692749E-10
CAP,1144.3856201172,1.692113E-10
CAP,1144.7862548828,1.691977E-10
CAP,1145.1870117188,1.692353E-10
CAP,1145.5878906250,1.692098E-10
CAP,1145.9886474609,1.692497E-10
CAP,1146.3892822266,1.692381E-10
CAP,1146.7900390625,1.692544E-10
CAP,1147.1931152344,1.691977E-10
CAP,1147.5914306641,1.692117E-10
CAP,1147.9921875000,1.692559E-10
CAP,1148.3928222656,1.692563E-10
CAP,1148.7937011719,1.693214E-10
CAP,1149.1943359375,1.693704E-10
CAP,1149.5949707031,1.692869E-10
CAP,1149.9957275391,1.692687E-10
CAP,1150.3964843750,1.692749E-10
CAP,1150.7973632812,1.692819E-10
CAP,1151.1998291016,1.692834E-10
CAP,1151.6004638672,1.692466E-10
CAP,1152.0010986328,1.691500E-10
CAP,1152.4022216797,1.691509E-10
CAP,1152.8028564453,1.695900E-10
CAP,1153.2033691406,1.698956E-10
CAP,1153.6043701172,1.698910E-10
CAP,1154.0051269531,1.699547E-10
CAP,1154.4057617188,1.699798E-10
CAP,1154.8063964844,1.703485E-10
CAP,1155.2071533203,1.705979E-10
CAP,1155.6077880859,1.707412E-10
CAP,1156.0085449219,1.706142E-10
CAP,1156.4096679688,1.705801E-10
CAP,1156.8101806641,1.705656E-10
CAP,1157.2106933594,1.705520E-10
CAP,1157.6115722656,1.705819E-10
CAP,1158.0122070312,1.705341E-10
CAP,1158.4129638672,1.705646E-10
CAP,1158.8135986328,1.705796E-10
CAP,1159.2143554688,1.706244E-10
CAP,1159.6151123047,1.706278E-10
CAP,1160.0158691406,1.705866E-10
CAP,1160.4165039062,1.705881E-10
CAP,1160.8172607422,1.705885E-10
CAP,1161.2180175781,1.705827E-10
CAP,1161.6187744141,1.706208E-10
CAP,1162.0194091797,1.705846E-10
CAP,1162.4201660156,1.706054E-10
CAP,1162.8210449219,1.706188E-10
CAP,1163.2218017578,1.705940E-10
CAP,1163.6224365234,1.706165E-10
CAP,1164.0231933594,1.705986E-10
CAP,1164.4238281250,1.705893E-10
CAP,1164.8247070312,1.706313E-10
CAP,1165.2254638672,1.706083E-10
CAP,1165.6262207031,1.706192E-10
CAP,1166.0268554688,1.706262E-10
CAP,1166.4277343750,1.706134E-10
CAP,1166.8284912109,1.705994E-10
CAP,1167.2291259766,1.706150E-10
CAP,1167.6300048828,1.706453E-10
CAP,1168.0306396484,1.706235E-10
CAP,1168.4315185547,1.706271E-10
CAP,1168.8321533203,1.706387E-10
CAP,1169.2327880859,1.706251E-10
CAP,1169.6335449219,1.706422E-10
CAP,1170.0343017578,1.706367E-10
CAP,1170.4350585938,1.706317E-10
CAP,1170.8358154297,1.706325E-10
CAP,1171.2365722656,1.706297E-10
CAP,1171.6373291016,1.706321E-10
CAP,1172.0380859375,1.706371E-10
CAP,1172.4389648438,1.706484E-10
CAP,1172.8395996094,1.706461E-10
CAP,1173.2403564453,1.706006E-10
CAP,1173.6409912109,1.706328E-10
CAP,1174.0418701172,1.706733E-10
CAP,1174.4425048828,1.706375E-10
CAP,1174.8431396484,1.706519E-10
CAP,1175.2438964844,1.706352E-10
CAP,1175.6447753906,1.706620E-10
CAP,1176.0455322266,1.706558E-10
CAP,1176.4461669922,1.706437E-10
CAP,1176.8470458984,1.706391E-10
CAP,1177.2478027344,1.706787E-10
CAP,1177.6486816406,1.706503E-10
CAP,1178.0518798828,1.707094E-10
CAP,1178.4500732422,1.706697E-10
CAP,1178.8508300781,1.706161E-10
CAP,1179.2519531250,1.706083E-10
CAP,1179.6525878906,1.706045E-10
CAP,1180.0533447266,1.706014E-10
CAP,1180.4541015625,1.706182E-10
CAP,1180.8548583984,1.706177E-10
CAP,1181.2554931641,1.706227E-10
CAP,1181.6563720703,1.706262E-10
CAP,1182.0570068359,1.706200E-10
CAP,1182.4577636719,1.706550E-10
CAP,1182.8585205078,1.706270E-10
CAP,1183.2591552734,1.706266E-10
CAP,1183.6600341797,1.706375E-10
CAP,1184.0606689453,1.705617E-10
CAP,1184.4614257812,1.706208E-10
CAP,1184.9796142578,1.704880E-10
CAP,1185.3804931641,1.706954E-10
CAP,1185.7812500000,1.707067E-10
CAP,1186.3901367188,1.703792E-10
CAP,1186.7908935547,1.706935E-10
CAP,1187.2469482422,1.705498E-10
CAP,1187.6180419922,1.733219E-10
CAP,1188.0186767578,1.834537E-10
CAP,1188.3228759766,2.924619E-10
CAP,1188.3331298828,2.724748E-10
CAP,1188.7337646484,3.015774E-10
CAP,1189.8192138672,1.703555E-10
CAP,1190.5220947266,1.706128E-10
CAP,1190.9227294922,1.706674E-10
CAP,1191.3233642578,1.709902E-10
CAP,1191.7241210938,1.708155E-10
CAP,1192.1248779297,1.708322E-10
CAP,1192.5253906250,1.708307E-10
CAP,1192.9261474609,1.708564E-10
CAP,1193.3270263672,1.708381E-10
CAP,1193.7276611328,1.708077E-10
CAP,1194.1284179688,1.707828E-10
CAP,1194.5291748047,1.707090E-10
CAP,1194.9299316406,1.706488E-10
CAP,1195.3305664062,1.706111E-10
CAP,1195.7313232422,1.706674E-10
CAP,1196.1318359375,1.706251E-10
CAP,1196.5325927734,1.706391E-10
CAP,1196.9333496094,1.706286E-10
CAP,1197.3341064453,1.706146E-10
CAP,1197.7347412109,1.706713E-10
CAP,1198.1354980469,1.706126E-10
CAP,1198.5363769531,1.706262E-10
CAP,1198.9370117188,1.706387E-10
CAP,1199.3377685547,1.706309E-10
CAP,1199.7385253906,1.706437E-10
CAP,1200.1392822266,1.706274E-10
CAP,1200.5402832031,1.706437E-10
CAP,1200.9409179688,1.706445E-10
CAP,1201.3416748047,1.706297E-10
CAP,1201.7425537109,1.706309E-10
CAP,1202.1433105469,1.706628E-10
CAP,1202.5440673828,1.706363E-10
CAP,1202.9449462891,1.706702E-10
CAP,1203.3457031250,1.706779E-10
CAP,1203.7464599609,1.706740E-10
CAP,1204.1472167969,1.706690E-10
CAP,1204.5478515625,1.706782E-10
CAP,1204.9486083984,1.706391E-10
CAP,1205.3493652344,1.706643E-10
CAP,1205.7501220703,1.706356E-10
CAP,1206.1508789062,1.706597E-10
CAP,1206.5515136719,1.706601E-10
CAP,1206.9523925781,1.706445E-10
CAP,1207.3530273438,1.706531E-10
CAP,1207.7539062500,1.706554E-10
CAP,1208.1546630859,1.706737E-10
CAP,1208.5554199219,1.706503E-10
CAP,1208.9561767578,1.706538E-10
CAP,1209.3569335938,1.706682E-10
CAP,1209.7576904297,1.706686E-10
CAP,1210.1584472656,1.706682E-10
CAP,1210.5592041016,1.706690E-10
CAP,1210.9626464844,1.706772E-10
CAP,1211.3632812500,1.706861E-10
CAP,1211.7640380859,1.706647E-10
CAP,1212.1649169922,1.706818E-10
CAP,1212.5656738281,1.706744E-10
CAP,1212.9664306641,1.706896E-10
CAP,1213.3671875000,1.706682E-10
CAP,1213.7679443359,1.706647E-10
CAP,1214.1687011719,1.706943E-10
CAP,1214.5694580078,1.706904E-10
CAP,1214.9702148438,1.706834E-10
CAP,1215.3709716797,1.706678E-10
CAP,1215.7717285156,1.706838E-10
CAP,1216.1724853516,1.706884E-10
CAP,1216.5732421875,1.706943E-10
CAP,1216.9738769531,1.707048E-10
CAP,1217.3745117188,1.707125E-10
CAP,1217.7752685547,1.707102E-10
CAP,1218.1759033203,1.707261E-10
CAP,1218.5766601562,1.708805E-10
CAP,1218.9774169922,1.707942E-10
CAP,1219.3779296875,1.707327E-10
CAP,1219.7785644531,1.707075E-10
CAP,1220.1790771484,1.707199E-10
CAP,1220.5797119141,1.707001E-10
CAP,1220.9805908203,1.707090E-10
CAP,1221.3813476562,1.707238E-10
CAP,1221.7821044922,1.707114E-10
CAP,1222.1828613281,1.707075E-10
CAP,1222.5834960938,1.707071E-10
CAP,1222.9843750000,1.707234E-10
CAP,1223.3851318359,1.707273E-10
CAP,1223.7860107422,1.706830E-10
CAP,1224.1867675781,1.707211E-10
CAP,1224.5875244141,1.707211E-10
CAP,1224.9881591797,1.707012E-10
CAP,1225.3887939453,1.708385E-10
CAP,1225.7896728516,1.710069E-10
CAP,1226.1903076172,1.709723E-10
CAP,1226.5910644531,1.708563E-10
CAP,1226.9916992188,1.708925E-10
CAP,1227.3927001953,1.709392E-10
CAP,1227.7934570312,1.710998E-10
CAP,1228.1940917969,1.710875E-10
CAP,1228.5948486328,1.708400E-10
CAP,1228.9956054688,1.706301E-10
CAP,1229.3962402344,1.705625E-10
CAP,1229.7969970703,1.705753E-10
CAP,1230.1976318359,1.706449E-10
CAP,1230.5983886719,1.706394E-10
CAP,1230.9991455078,1.706970E-10
CAP,1231.3999023438,1.708645E-10
CAP,1231.8005371094,1.709159E-10
CAP,1232.2011718750,1.711633E-10
CAP,1232.6019287109,1.710322E-10
CAP,1233.0028076172,1.709322E-10
CAP,1233.4035644531,1.709474E-10
CAP,1233.8043212891,1.709318E-10
CAP,1234.2050781250,1.706717E-10
CAP,1234.6057128906,1.698677E-10
CAP,1235.0064697266,1.696990E-10
CAP,1235.4071044922,1.694468E-10
CAP,1235.8078613281,1.703375E-10
CAP,1236.2086181641,1.706503E-10
CAP,1236.6092529297,1.707216E-10
CAP,1237.0100097656,1.707327E-10
CAP,1237.4107666016,1.704270E-10
CAP,1237.8115234375,1.704321E-10
CAP,1238.2124023438,1.703329E-10
CAP,1238.6134033203,1.702323E-10
CAP,1239.0140380859,1.701550E-10
CAP,1239.4147949219,1.701725E-10
CAP,1239.8155517578,1.701410E-10
CAP,1240.2161865234,1.702179E-10
CAP,1240.6169433594,1.701981E-10
CAP,1241.0177001953,1.701612E-10
CAP,1241.4183349609,1.701123E-10
CAP,1241.8192138672,1.701239E-10
CAP,1242.2198486328,1.701690E-10
CAP,1242.6207275391,1.701329E-10
CAP,1243.0214843750,1.701325E-10
CAP,1243.4222412109,1.700925E-10
CAP,1243.8229980469,1.701119E-10
CAP,1244.2236328125,1.700808E-10
CAP,1244.6242675781,1.700719E-10
CAP,1245.0249023438,1.700804E-10
CAP,1245.4256591797,1.700874E-10
CAP,1245.8265380859,1.700575E-10
CAP,1246.2272949219,1.700746E-10
CAP,1246.6280517578,1.700381E-10
CAP,1247.0286865234,1.700284E-10
CAP,1247.4294433594,1.700164E-10
CAP,1247.8303222656,1.700307E-10
CAP,1248.2312011719,1.700098E-10
CAP,1248.6319580078,1.700191E-10
CAP,1249.0325927734,1.700179E-10
CAP,1249.4333496094,1.700063E-10
CAP,1249.8341064453,1.699970E-10
CAP,1250.2348632812,1.699853E-10
CAP,1250.6356201172,1.699838E-10
CAP,1251.0363769531,1.699838E-10
CAP,1251.4371337891,1.699748E-10
CAP,1251.8377685547,1.699523E-10
CAP,1252.2384033203,1.699593E-10
CAP,1252.6394042969,1.699834E-10
CAP,1253.0400390625,1.699593E-10
CAP,1253.4407958984,1.699675E-10
CAP,1253.8415527344,1.699601E-10
CAP,1254.2423095703,1.699566E-10
CAP,1254.6430664062,1.699593E-10
CAP,1255.0438232422,1.699217E-10
CAP,1255.4447021484,1.699531E-10
CAP,1255.8452148438,1.698941E-10
CAP,1256.2460937500,1.699353E-10
CAP,1256.6469726562,1.700164E-10
CAP,1257.0477294922,1.702700E-10
CAP,1257.4483642578,1.704550E-10
CAP,1257.8489990234,1.706624E-10
CAP,1258.2497558594,1.704760E-10
CAP,1258.6505126953,1.702672E-10
CAP,1259.0522460938,1.705976E-10
CAP,1259.4530029297,1.707876E-10
CAP,1259.8536376953,1.707650E-10
CAP,1260.2543945312,1.704845E-10
CAP,1260.6552734375,1.704873E-10
CAP,1261.0559082031,1.710356E-10
CAP,1261.4565429688,1.707010E-10
CAP,1261.8598632812,1.708575E-10
CAP,1262.2606201172,1.708505E-10
CAP,1262.6612548828,1.709205E-10
CAP,1263.0620117188,1.707580E-10
CAP,1263.4626464844,1.709505E-10
CAP,1263.8632812500,1.713073E-10
CAP,1264.2639160156,1.714626E-10
CAP,1264.6645507812,1.711921E-10
CAP,1265.0653076172,1.708669E-10
CAP,1265.4660644531,1.704161E-10
CAP,1265.8670654297,1.720002E-10
CAP,1266.2678222656,1.722645E-10
CAP,1266.6685791016,1.721480E-10
CAP,1267.0692138672,1.719579E-10
CAP,1267.4698486328,1.717743E-10
CAP,1267.8704833984,1.712933E-10
CAP,1268.2712402344,1.710547E-10
CAP,1268.6719970703,1.709236E-10
CAP,1269.0727539062,1.708762E-10
CAP,1269.4735107422,1.708089E-10
CAP,1269.8743896484,1.707736E-10
CAP,1270.2751464844,1.706913E-10
CAP,1270.6757812500,1.706760E-10
CAP,1271.0766601562,1.706437E-10
CAP,1271.4772949219,1.705959E-10
CAP,1271.8779296875,1.705897E-10
CAP,1272.2786865234,1.705082E-10
CAP,1272.6794433594,1.704503E-10
CAP,1273.0800781250,1.704336E-10
CAP,1273.4808349609,1.704064E-10
CAP,1273.8817138672,1.703484E-10
CAP,1274.2825927734,1.703410E-10
CAP,1274.6833496094,1.703104E-10
CAP,1275.0841064453,1.703038E-10
CAP,1275.4851074219,1.702630E-10
CAP,1275.8858642578,1.702261E-10
CAP,1276.2864990234,1.701880E-10
CAP,1276.6872558594,1.701667E-10
CAP,1277.0880126953,1.701484E-10
CAP,1277.4886474609,1.701286E-10
CAP,1277.8892822266,1.700995E-10
CAP,1278.2900390625,1.701092E-10
CAP,1278.6909179688,1.700859E-10
CAP,1279.0915527344,1.700641E-10
CAP,1279.4923095703,1.700218E-10
CAP,1279.8930664062,1.700206E-10
CAP,1280.2939453125,1.699838E-10
CAP,1280.6945800781,1.699923E-10
CAP,1281.0953369141,1.699845E-10
CAP,1281.4959716797,1.699682E-10
CAP,1281.8967285156,1.699224E-10
CAP,1282.2973632812,1.699430E-10
CAP,1282.6981201172,1.699329E-10
CAP,1283.0988769531,1.699143E-10
CAP,1283.4996337891,1.699527E-10
CAP,1283.9003906250,1.699962E-10
CAP,1284.3011474609,1.699547E-10
CAP,1284.7019042969,1.699845E-10
CAP,1285.1029052734,1.700191E-10
CAP,1285.5036621094,1.700494E-10
CAP,1285.9044189453,1.700797E-10
CAP,1286.3051757812,1.700202E-10
CAP,1286.7058105469,1.700268E-10
CAP,1287.1065673828,1.699900E-10
CAP,1287.5073242188,1.699570E-10
CAP,1287.9080810547,1.699395E-10
CAP,1288.3088378906,1.699380E-10
CAP,1288.7095947266,1.699259E-10
CAP,1289.1102294922,1.699228E-10
CAP,1289.5109863281,1.698956E-10
CAP,1289.9141845703,1.698211E-10
CAP,1290.3148193359,1.698071E-10
CAP,1290.7156982422,1.697696E-10
CAP,1291.1163330078,1.697858E-10
CAP,1291.5172119141,1.698371E-10
CAP,1291.9179687500,1.697467E-10
CAP,1292.3188476562,1.697862E-10
CAP,1292.7192382812,1.698133E-10
CAP,1293.1199951172,1.698537E-10
CAP,1293.5207519531,1.698856E-10
CAP,1293.9227294922,1.698953E-10
CAP,1294.3234863281,1.698624E-10
CAP,1294.7241210938,1.698149E-10
CAP,1295.1248779297,1.697774E-10
CAP,1295.5256347656,1.697761E-10
CAP,1295.9262695312,1.697540E-10
CAP,1296.3270263672,1.697696E-10
CAP,1296.7277832031,1.697514E-10
CAP,1297.1285400391,1.697297E-10
CAP,1297.5294189453,1.697607E-10
CAP,1297.9302978516,1.697110E-10
CAP,1298.3310546875,1.697429E-10
CAP,1298.7316894531,1.697227E-10
CAP,1299.1324462891,1.697394E-10
CAP,1299.5332031250,1.697215E-10
CAP,1299.9339599609,1.697394E-10
CAP,1300.3347167969,1.697332E-10
CAP,1300.7354736328,1.696610E-10
CAP,1301.1362304688,1.696156E-10
CAP,1301.5369873047,1.695904E-10
CAP,1301.9384765625,1.697048E-10
CAP,1302.3392333984,1.696334E-10
CAP,1302.7399902344,1.695547E-10
CAP,1303.1406250000,1.695826E-10
CAP,1303.5413818359,1.695714E-10
CAP,1303.9421386719,1.695733E-10
CAP,1304.3428955078,1.695522E-10
CAP,1304.7436523438,1.695869E-10
CAP,1305.1442871094,1.695613E-10
CAP,1305.5449218750,1.695698E-10
CAP,1305.9456787109,1.695923E-10
CAP,1306.3463134766,1.695865E-10
CAP,1306.7471923828,1.695456E-10
CAP,1307.1479492188,1.695267E-10
CAP,1307.5487060547,1.695185E-10
CAP,1307.9494628906,1.695522E-10
CAP,1308.3502197266,1.695266E-10
CAP,1308.7508544922,1.694872E-10
CAP,1309.1516113281,1.695465E-10
CAP,1309.5523681641,1.694816E-10
CAP,1309.9531250000,1.694801E-10
CAP,1310.3540039062,1.695037E-10
CAP,1310.7547607422,1.695751E-10
CAP,1311.1553955078,1.695495E-10
CAP,1311.5561523438,1.694922E-10
CAP,1311.9569091797,1.695026E-10
CAP,1312.3574218750,1.694918E-10
CAP,1312.7581787109,1.694608E-10
CAP,1313.1589355469,1.694743E-10
CAP,1313.5596923828,1.694855E-10
CAP,1313.9603271484,1.694789E-10
CAP,1314.3610839844,1.694518E-10
CAP,1314.7619628906,1.694428E-10
CAP,1315.1627197266,1.694347E-10
CAP,1315.5634765625,1.694347E-10
CAP,1315.9642333984,1.694599E-10
CAP,1316.3651123047,1.694048E-10
CAP,1316.7683105469,1.694747E-10
CAP,1317.1689453125,1.694409E-10
CAP,1317.5697021484,1.694421E-10
CAP,1317.9704589844,1.694153E-10
CAP,1318.3712158203,1.694258E-10
CAP,1318.7719726562,1.694355E-10
CAP,1319.1726074219,1.694123E-10
CAP,1319.5733642578,1.694370E-10
CAP,1319.9739990234,1.694172E-10
CAP,1320.3751220703,1.694103E-10
CAP,1320.7757568359,1.694110E-10
CAP,1321.1763916016,1.694290E-10
CAP,1321.5772705078,1.694176E-10
CAP,1321.9783935547,1.693959E-10
CAP,1322.3790283203,1.693975E-10
CAP,1322.7796630859,1.694118E-10
CAP,1323.1802978516,1.694010E-10
CAP,1323.5809326172,1.694238E-10
CAP,1323.9816894531,1.693781E-10
CAP,1324.3824462891,1.693777E-10
CAP,1324.7832031250,1.693882E-10
CAP,1325.1838378906,1.693885E-10
CAP,1325.5845947266,1.693548E-10
CAP,1325.9857177734,1.693769E-10
CAP,1326.3864746094,1.693730E-10
CAP,1326.7872314453,1.693785E-10
CAP,1327.1879882812,1.693622E-10
CAP,1327.5886230469,1.693804E-10
CAP,1327.9893798828,1.693788E-10
CAP,1328.3901367188,1.693750E-10
CAP,1328.7907714844,1.693664E-10
CAP,1329.1915283203,1.693893E-10
CAP,1329.5924072266,1.694801E-10
CAP,1329.9937744141,1.694106E-10
CAP,1330.3946533203,1.693703E-10
CAP,1330.7954101562,1.694169E-10
CAP,1331.1960449219,1.696653E-10
CAP,1331.5968017578,1.700730E-10
CAP,1331.9974365234,1.697978E-10
CAP,1332.3980712891,1.701115E-10
CAP,1332.7987060547,1.694918E-10
CAP,1333.1993408203,1.692609E-10
CAP,1333.5999755859,1.693847E-10
CAP,1334.0006103516,1.695341E-10
CAP,1334.4013671875,1.698782E-10
CAP,1334.8021240234,1.697246E-10
CAP,1335.2030029297,1.697013E-10
CAP,1335.6037597656,1.698798E-10
CAP,1336.0043945312,1.692722E-10
CAP,1336.4050292969,1.690152E-10
CAP,1336.8057861328,1.693734E-10
CAP,1337.2065429688,1.696590E-10
CAP,1337.6072998047,1.697258E-10
CAP,1338.0079345703,1.699166E-10
CAP,1338.4085693359,1.698836E-10
CAP,1338.8093261719,1.699473E-10
CAP,1339.2100830078,1.700106E-10
CAP,1339.6107177734,1.701484E-10
CAP,1340.0114746094,1.705253E-10
CAP,1340.4122314453,1.702432E-10
CAP,1340.8131103516,1.703111E-10
CAP,1341.2138671875,1.703309E-10
CAP,1341.6146240234,1.703096E-10
CAP,1342.0152587891,1.704060E-10
CAP,1342.4158935547,1.704777E-10
CAP,1342.8166503906,1.705277E-10
CAP,1343.2174072266,1.705576E-10
CAP,1343.6181640625,1.705898E-10
CAP,1344.0189208984,1.706380E-10
CAP,1344.4195556641,1.706982E-10
CAP,1344.8201904297,1.707133E-10
CAP,1345.2209472656,1.707191E-10
CAP,1345.6215820312,1.707592E-10
CAP,1346.0225830078,1.707561E-10
CAP,1346.4232177734,1.709229E-10
CAP,1346.8239746094,1.709532E-10
CAP,1347.2247314453,1.708412E-10
CAP,1347.6254882812,1.708770E-10
CAP,1348.0264892578,1.708972E-10
CAP,1348.4272460938,1.709722E-10
CAP,1348.8280029297,1.709905E-10
CAP,1349.2288818359,1.710084E-10
CAP,1349.6295166016,1.710224E-10
CAP,1350.0301513672,1.710831E-10
CAP,1350.4311523438,1.710757E-10
