,,,,,,,,
2.2,4.0961,1828.8,10,3000,2.239,-0.00000051,0.000023,0.0027
220000,5.0593,0.0233,10,10,221956.851,-4900,2.2,9400
6800,5.0557,0.7521,10,10,6726.633,-4.6,0.068,9.3
100,4.793,48.466,10,100,98.895,-0.00098,0.00099,0.021
